 id  |          name           | gender | height 
 Björn Rúnarsson         | Male        |   1.88 |   2.03 | High Jump
 Geir Hulduson           | Male        |   1.87 |  14.06 | Shot Put
 Björn Geirsson          | Male        |   1.71 |   1.91 | High Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   8.89 | Triple Jump
 Eva Geirsdóttir         | Female      |   1.61 |   1.61 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |   4.78 | Long Jump
 Benedikt Benediktsson   | Male        |   1.81 |   3.93 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |  12.51 | Triple Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   1.33 | High Jump
 Sunneva Jónudóttir      | Female      |   1.77 |  15.58 | Shot Put
 Jóna Björnsdóttir       | Female      |   1.69 |   9.97 | 100 m dash
 Jón Kristjánsson        | Male        |   1.86 |   1.86 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |   1.07 | High Jump
 Ármann Geirsson         | Male        |   1.88 |   5.05 | Long Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   8.02 | Triple Jump
 Gunnar Jónsson          | Male        |   1.87 |   8.68 | 100 m dash
 Elva Kristjánsdóttir    | Female      |   1.64 |   9.16 | Shot Put
 Benedikt Benediktsson   | Male        |   1.81 |  10.29 | Triple Jump
 Gunnar Ármannsson       | Male        |   1.85 |   7.71 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   1.76 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |  11.51 | Triple Jump
 Jón Kristjánsson        | Male        |   1.79 |   6.97 | Triple Jump
 Björn Björnsson         | Male        |   1.82 |  11.87 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |   5.62 | Long Jump
 Rúnar Geirsson          | Male        |   1.71 |  10.18 | Shot Put
 Geir Jónsson            | Male        |   1.75 |   6.54 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.64 |   11.4 | Shot Put
 Ása Rúnarsdóttir        | Female      |   1.63 |   7.56 | Triple Jump
 Benedikt Helguson       | Male        |   1.88 |   6.43 | 100 m dash
 Gunnar Kristjánsson     | Male        |   1.78 |    9.6 | 100 m dash
 Björn Björnsson         | Male        |   1.82 |  16.49 | Shot Put
 Jóna Jónsdóttir         | Female      |   1.72 |  14.45 | Shot Put
 Björgvin Björnsson      | Male        |   1.82 |    6.9 | Triple Jump
 Geir Jónsson            | Male        |   1.75 |   9.87 | 100 m dash
 Gunnar Jónsson          | Male        |   1.87 |  10.84 | Triple Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   1.15 | High Jump
 Helga Björnsdóttir      | Female      |   1.63 |  15.27 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.62 |      8 | Triple Jump
 Ása Evudóttir           | Female      |   1.73 |    6.5 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.71 |  11.85 | Shot Put
 Sunneva Benediktsdóttir | Female      |   1.66 |   1.86 | High Jump
 Björgvin Friðgeirsson   | Male        |   1.75 |  13.06 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |   5.38 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   2.06 | High Jump
 Geir Friðgeirsson       | Male        |   1.83 |    9.2 | Shot Put
 Angela Friðgeirsdóttir  | Female      |   1.79 |   4.25 | Long Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   3.84 | Long Jump
 Ármann Geirsson         | Male        |   1.84 |   6.03 | Long Jump
 Ármann Ármannsson       | Male        |   1.77 |   1.82 | High Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |    9.2 | 100 m dash
 Lovísa Helgudóttir      | Female      |   1.64 |   7.32 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.73 |   5.98 | Long Jump
 Jón Ármannsson          | Male        |   1.78 |  10.05 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |   1.56 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |   2.01 | High Jump
 Kristján Björnsson      | Male        |   1.85 |  13.47 | Shot Put
 Lovísa Benediktsdóttir  | Female      |   1.72 |   1.89 | High Jump
 Ármann Geirsson         | Male        |   1.77 |  10.47 | Triple Jump
 Lovísa Helgudóttir      | Female      |   1.64 |  11.21 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |  11.06 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |   4.75 | Long Jump
 Ármann Geirsson         | Male        |   1.88 |   7.33 | 100 m dash
 Björn Jónuson           | Male        |   1.73 |   1.59 | High Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |   1.14 | High Jump
 Kristján Gunnarsson     | Male        |   1.81 |  13.03 | Shot Put
 Ása Friðgeirsdóttir     | Female      |   1.77 |   5.55 | Long Jump
 Kristján Evuson         | Male        |   1.84 |   4.36 | Long Jump
 Jóna Angeludóttir       | Female      |   1.69 |  14.04 | Shot Put
 Helga Ármannsdóttir     | Female      |   1.61 |  10.15 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   7.77 | Triple Jump
 Ása Kristjánsdóttir     | Female      |   1.64 |   4.15 | Long Jump
 Björn Geirsson          | Male        |   1.71 |   1.16 | High Jump
 Geir Kristjánsson       | Male        |   1.73 |   1.69 | High Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   5.92 | Long Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   3.91 | Long Jump
 Rúnar Benediktsson      | Male        |   1.71 |  13.06 | Shot Put
 Rúnar Rúnarsson         | Male        |   1.85 |  12.17 | Shot Put
 Jóna Björgvinsdóttir    | Female      |   1.65 |   6.02 | Long Jump
 Geir Kristjánsson       | Male        |   1.73 |   4.12 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |      9 | Shot Put
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   4.93 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  10.87 | Triple Jump
 Ármann Gunnarsson       | Male        |   1.88 |   5.66 | Long Jump
 Ármann Ármannsson       | Male        |   1.77 |  13.58 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   6.12 | Long Jump
 Jón Rúnarsson           | Male        |   1.75 |   9.09 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   5.86 | 100 m dash
 Angela Gunnarsdóttir    | Female      |   1.72 |  12.67 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.72 |   8.42 | 100 m dash
 Sunneva Gunnarsdóttir   | Female      |   1.63 |  14.82 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.75 |   7.43 | Triple Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   2.09 | High Jump
 Angela Rúnarsdóttir     | Female      |   1.71 |  12.18 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   3.86 | Long Jump
 Geir Grétuson           | Male        |   1.88 |  11.28 | Triple Jump
 Gunnar Ármannsson       | Male        |   1.85 |  10.08 | 100 m dash
 Björn Jónuson           | Male        |   1.73 |   7.84 | 100 m dash
 Kristján Benediktsson   | Male        |   1.75 |   5.05 | Long Jump
 Ármann Gunnarsson       | Male        |   1.86 |  11.09 | Triple Jump
 Ármann Ármannsson       | Male        |   1.77 |   8.73 | 100 m dash
 Ármann Geirsson         | Male        |   1.77 |   5.36 | 100 m dash
 Sunneva Björgvinsdóttir | Female      |   1.72 |  12.46 | Triple Jump
 Kristján Evuson         | Male        |   1.84 |   1.62 | High Jump
 Geir Ármannsson         | Male        |   1.81 |   8.74 | Triple Jump
 Kristján Geirsson       | Male        |   1.75 |   6.78 | Long Jump
 Hulda Geirsdóttir       | Female      |   1.62 |   5.79 | Long Jump
 Gréta Elvudóttir        | Female      |   1.61 |   5.38 | Long Jump
 Björn Benediktsson      | Male        |   1.84 |   6.97 | 100 m dash
 Hulda Kristjánsdóttir   | Female      |   1.71 |   7.64 | 100 m dash
 Helga Elvudóttir        | Female      |   1.68 |   1.76 | High Jump
 Rúnar Björnsson         | Male        |   1.71 |   2.05 | High Jump
 Benedikt Ármannsson     | Male        |   1.88 |  14.88 | Shot Put
 Geir Gunnarsson         | Male        |   1.83 |   1.93 | High Jump
 Ása Evudóttir           | Female      |   1.73 |   3.41 | Long Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |  10.22 | 100 m dash
 Friðgeir Rúnarsson      | Male        |   1.74 |  12.61 | Triple Jump
 Kristján Geirsson       | Male        |   1.75 |  11.85 | Triple Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   5.96 | Long Jump
 Ármann Geirsson         | Male        |   1.88 |   5.52 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   8.68 | Triple Jump
 Björn Björnsson         | Male        |   1.88 |   5.51 | Long Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |  10.03 | Triple Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   4.48 | Long Jump
 Ármann Rúnarsson        | Male        |   1.78 |   7.04 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |   4.84 | Long Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   1.86 | High Jump
 Björn Benediktsson      | Male        |   1.84 |   8.08 | Triple Jump
 Kristján Evuson         | Male        |   1.84 |   8.45 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |   8.65 | 100 m dash
 Rúnar Kristjánsson      | Male        |   1.71 |  13.09 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |   3.43 | Long Jump
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   9.48 | 100 m dash
 Ása Kristjánsdóttir     | Female      |   1.64 |   7.17 | 100 m dash
 Elva Rúnarsdóttir       | Female      |   1.67 |  11.26 | Triple Jump
 Gunnar Kristjánsson     | Male        |   1.78 |   9.22 | 100 m dash
 Sunneva Jónsdóttir      | Female      |   1.61 |   1.19 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.72 |  11.19 | Triple Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   6.62 | Long Jump
 Hulda Geirsdóttir       | Female      |   1.62 |   1.61 | High Jump
 Geir Rúnarsson          | Male        |   1.78 |   3.47 | Long Jump
 Björn Björnsson         | Male        |   1.88 |   6.75 | Triple Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   9.44 | 100 m dash
 Helga Ármannsdóttir     | Female      |   1.61 |   6.75 | 100 m dash
 Lovísa Kristjánsdóttir  | Female      |   1.62 |   7.48 | 100 m dash
 Helga Björgvinsdóttir   | Female      |   1.73 |   8.73 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.72 |   8.53 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.64 |   8.22 | 100 m dash
 Gunnar Jónsson          | Male        |   1.87 |   8.99 | Triple Jump
 Gréta Kristjánsdóttir   | Female      |   1.67 |  11.41 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |  10.23 | Shot Put
 Ármann Geirsson         | Male        |   1.77 |   5.53 | Long Jump
 Kristján Evuson         | Male        |   1.84 |   6.75 | 100 m dash
 Ármann Geirsson         | Male        |   1.88 |  13.02 | Triple Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |   5.84 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   3.52 | Long Jump
 Geir Kristjánsson       | Male        |   1.73 |  13.15 | Shot Put
 Helga Elvudóttir        | Female      |   1.68 |  12.88 | Shot Put
 Jóna Angeludóttir       | Female      |   1.69 |   3.97 | Long Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |   9.07 | Triple Jump
 Björgvin Ármannsson     | Male        |   1.72 |   1.64 | High Jump
 Geir Kristjánsson       | Male        |   1.73 |   7.43 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.72 |   1.41 | High Jump
 Björn Lovísuson         | Male        |   1.85 |   1.72 | High Jump
 Björn Björnsson         | Male        |   1.88 |  10.01 | 100 m dash
 Ása Rúnarsdóttir        | Female      |   1.63 |  10.14 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   1.65 | High Jump
 Jón Kristjánsson        | Male        |   1.79 |   6.43 | Long Jump
 Björgvin Jónsson        | Male        |   1.86 |      7 | 100 m dash
 Hulda Evudóttir         | Female      |   1.77 |  10.26 | Triple Jump
 Björn Lovísuson         | Male        |   1.85 |   1.19 | High Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   8.15 | 100 m dash
 Ása Rúnarsdóttir        | Female      |   1.63 |   4.37 | Long Jump
 Hulda Evudóttir         | Female      |   1.77 |   1.17 | High Jump
 Helga Ármannsdóttir     | Female      |   1.61 |  15.22 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.73 |   1.08 | High Jump
 Ása Geirsdóttir         | Female      |   1.76 |  12.12 | Shot Put
 Sunneva Helgudóttir     | Female      |   1.77 |   7.87 | 100 m dash
 Björgvin Geirsson       | Male        |   1.82 |  11.86 | Triple Jump
 Ása Evudóttir           | Female      |   1.73 |   5.18 | Long Jump
 Björn Angeluson         | Male        |   1.84 |  11.27 | Triple Jump
 Gunnar Jónsson          | Male        |   1.81 |   3.85 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   1.87 | High Jump
 Björn Björnsson         | Male        |   1.82 |   6.11 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.78 |   6.71 | Long Jump
 Helga Björnsdóttir      | Female      |   1.63 |   7.18 | 100 m dash
 Björgvin Ármannsson     | Male        |   1.72 |   9.83 | 100 m dash
 Jóna Rúnarsdóttir       | Female      |   1.68 |   1.37 | High Jump
 Jón Grétuson            | Male        |   1.89 |  11.08 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |  13.71 | Shot Put
 Friðgeir Gunnarsson     | Male        |   1.78 |   1.28 | High Jump
 Jón Kristjánsson        | Male        |   1.79 |  15.49 | Shot Put
 Jón Geirsson            | Male        |   1.82 |   9.28 | Triple Jump
 Ármann Ármannsson       | Male        |   1.77 |   1.86 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   1.61 | High Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |   3.99 | Long Jump
 Rúnar Geirsson          | Male        |   1.71 |  13.84 | Shot Put
 Ármann Geirsson         | Male        |   1.77 |  12.09 | Triple Jump
 Hulda Friðgeirsdóttir   | Female      |   1.74 |   4.32 | Long Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |  16.46 | Shot Put
 Benedikt Helguson       | Male        |   1.88 |   5.84 | Long Jump
 Björn Björnsson         | Male        |   1.82 |   7.77 | 100 m dash
 Björn Geirsson          | Male        |   1.71 |   2.01 | High Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |  10.31 | Triple Jump
 Ármann Geirsson         | Male        |   1.77 |  12.58 | Shot Put
 Ása Evudóttir           | Female      |   1.73 |   7.68 | Triple Jump
 Ármann Ármannsson       | Male        |   1.77 |  14.86 | Shot Put
 Gunnar Benediktsson     | Male        |   1.89 |  10.14 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |  13.18 | Shot Put
 Jón Sunnevuson          | Male        |   1.78 |   7.79 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.83 |   3.53 | Long Jump
 Björgvin Björnsson      | Male        |   1.82 |   1.12 | High Jump
 Björn Benediktsson      | Male        |   1.84 |   5.11 | Long Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |  10.21 | Shot Put
 Gunnar Benediktsson     | Male        |   1.89 |   5.57 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.72 |  10.58 | Triple Jump
 Jóna Björgvinsdóttir    | Female      |   1.65 |   4.28 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.79 |   9.82 | Triple Jump
 Björn Rúnarsson         | Male        |   1.88 |   12.8 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |   9.65 | Shot Put
 Angela Friðgeirsdóttir  | Female      |   1.68 |   8.95 | 100 m dash
 Björn Friðgeirsson      | Male        |   1.71 |  12.22 | Shot Put
 Björn Angeluson         | Male        |   1.84 |   5.89 | Long Jump
 Ása Jónsdóttir          | Female      |    1.7 |   3.45 | Long Jump
 Björn Kristjánsson      | Male        |    1.8 |   1.97 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |  11.28 | Triple Jump
 Hulda Björnsdóttir      | Female      |   1.74 |   5.92 | Long Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   7.73 | Triple Jump
 Jóna Björgvinsdóttir    | Female      |   1.65 |   9.51 | Triple Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |   10.3 | Triple Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  13.43 | Shot Put
 Jóna Björnsdóttir       | Female      |   1.69 |   13.8 | Shot Put
 Björn Angeluson         | Male        |   1.84 |   9.12 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.62 |  16.24 | Shot Put
 Geir Hulduson           | Male        |   1.71 |   1.27 | High Jump
 Hulda Evudóttir         | Female      |   1.77 |  11.81 | Triple Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   9.03 | 100 m dash
 Sunneva Friðgeirsdóttir | Female      |   1.73 |   7.16 | Triple Jump
 Geir Ármannsson         | Male        |   1.81 |  12.53 | Shot Put
 Jón Sunnevuson          | Male        |   1.78 |   5.39 | Long Jump
 Björn Björnsson         | Male        |   1.77 |   4.69 | Long Jump
 Björn Björnsson         | Male        |   1.82 |    5.7 | Long Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   3.75 | Long Jump
 Benedikt Benediktsson   | Male        |   1.81 |   7.35 | 100 m dash
 Geir Grétuson           | Male        |   1.88 |  10.93 | Shot Put
 Björn Angeluson         | Male        |   1.84 |   6.45 | Long Jump
 Geir Kristjánsson       | Male        |   1.73 |   7.28 | 100 m dash
 Eva Gunnarsdóttir       | Female      |   1.61 |  14.85 | Shot Put
 Lovísa Kristjánsdóttir  | Female      |   1.66 |   1.25 | High Jump
 Benedikt Helguson       | Male        |   1.88 |  15.58 | Shot Put
 Lovísa Benediktsdóttir  | Female      |   1.73 |   5.82 | 100 m dash
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   1.38 | High Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   4.89 | Long Jump
 Jóna Jónsdóttir         | Female      |   1.72 |   5.61 | 100 m dash
 Sunneva Kristjánsdóttir | Female      |   1.74 |   9.67 | Triple Jump
 Geir Benediktsson       | Male        |   1.89 |  10.09 | Shot Put
 Björn Jónuson           | Male        |   1.73 |    9.3 | 100 m dash
 Hulda Elvudóttir        | Female      |   1.61 |  13.26 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.79 |   8.92 | 100 m dash
 Gunnar Jónsson          | Male        |   1.87 |  13.64 | Shot Put
 Björn Friðgeirsson      | Male        |   1.71 |  15.26 | Shot Put
 Jóna Angeludóttir       | Female      |   1.69 |  13.19 | Shot Put
 Ása Jónsdóttir          | Female      |    1.7 |   6.45 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   9.47 | Triple Jump
 Hulda Elvudóttir        | Female      |   1.61 |   1.98 | High Jump
 Gunnar Benediktsson     | Male        |   1.83 |   9.04 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |  12.99 | Triple Jump
 Björgvin Björnsson      | Male        |   1.82 |    9.5 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |    8.5 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.73 |   1.61 | High Jump
 Rúnar Benediktsson      | Male        |   1.71 |  10.64 | Triple Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   1.97 | High Jump
 Helga Björgvinsdóttir   | Female      |   1.73 |   9.16 | Triple Jump
 Hulda Evudóttir         | Female      |   1.77 |   1.52 | High Jump
 Geir Hulduson           | Male        |   1.71 |   7.31 | Triple Jump
 Björn Björnsson         | Male        |   1.77 |   4.61 | Long Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   8.46 | Triple Jump
 Ása Friðgeirsdóttir     | Female      |   1.77 |   6.37 | Long Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   1.39 | High Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |   1.87 | High Jump
 Björgvin Ármannsson     | Male        |   1.72 |   7.46 | 100 m dash
 Benedikt Helguson       | Male        |   1.88 |   1.19 | High Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |   2.07 | High Jump
 Benedikt Helguson       | Male        |   1.88 |  10.61 | Triple Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   8.89 | 100 m dash
 Hulda Kristjánsdóttir   | Female      |   1.79 |   1.46 | High Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |   6.56 | Long Jump
 Geir Hulduson           | Male        |   1.71 |  15.23 | Shot Put
 Geir Björnsson          | Male        |   1.72 |  10.27 | Triple Jump
 Kristján Björnsson      | Male        |   1.87 |  15.71 | Shot Put
 Helga Björgvinsdóttir   | Female      |   1.73 |   5.72 | 100 m dash
 Björn Björnsson         | Male        |   1.84 |   14.2 | Shot Put
 Gunnar Jónsson          | Male        |   1.81 |   1.85 | High Jump
 Lovísa Gunnarsdóttir    | Female      |   1.74 |  11.32 | Triple Jump
 Helga Elvudóttir        | Female      |   1.68 |   1.94 | High Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   7.51 | 100 m dash
 Gréta Elvudóttir        | Female      |   1.76 |  11.06 | Shot Put
 Kristján Gunnarsson     | Male        |   1.81 |   1.38 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   1.07 | High Jump
 Björgvin Ármannsson     | Male        |   1.72 |   6.47 | Long Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   8.08 | 100 m dash
 Gunnar Hulduson         | Male        |    1.8 |   8.13 | 100 m dash
 Sunneva Friðgeirsdóttir | Female      |   1.72 |    8.6 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.73 |   8.44 | 100 m dash
 Geir Gunnarsson         | Male        |   1.83 |   1.85 | High Jump
 Helga Elvudóttir        | Female      |   1.68 |   1.61 | High Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   1.14 | High Jump
 Kristján Evuson         | Male        |   1.84 |  12.45 | Shot Put
 Geir Kristjánsson       | Male        |   1.73 |   1.95 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   4.63 | Long Jump
 Ármann Gunnarsson       | Male        |   1.88 |  12.21 | Triple Jump
 Helga Björnsdóttir      | Female      |   1.63 |   8.11 | Triple Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   5.29 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  10.82 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |   3.63 | Long Jump
 Geir Benediktsson       | Male        |   1.89 |  12.67 | Triple Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   1.88 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   8.83 | 100 m dash
 Ása Kristjánsdóttir     | Female      |   1.64 |   5.44 | Long Jump
 Geir Jónsson            | Male        |   1.85 |   7.76 | Triple Jump
 Björgvin Ármannsson     | Male        |   1.72 |   1.75 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |   8.81 | 100 m dash
 Björgvin Ármannsson     | Male        |   1.72 |  12.21 | Shot Put
 Björn Rúnarsson         | Male        |   1.81 |   6.33 | Long Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |    1.4 | High Jump
 Geir Rúnarsson          | Male        |   1.78 |  10.45 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.69 |  12.12 | Shot Put
 Gréta Friðgeirsdóttir   | Female      |   1.64 |  11.66 | Shot Put
 Ása Rúnarsdóttir        | Female      |   1.63 |   7.15 | 100 m dash
 Geir Hulduson           | Male        |   1.71 |   4.43 | Long Jump
 Björgvin Friðgeirsson   | Male        |   1.75 |   5.81 | Long Jump
 Kristján Benediktsson   | Male        |   1.75 |   1.29 | High Jump
 Björn Rúnarsson         | Male        |   1.88 |  14.79 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |   5.43 | 100 m dash
 Björn Geirsson          | Male        |   1.71 |   8.65 | Shot Put
 Jóna Angeludóttir       | Female      |   1.69 |  12.68 | Triple Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   1.59 | High Jump
 Helga Björnsdóttir      | Female      |   1.63 |   1.38 | High Jump
 Björn Friðgeirsson      | Male        |   1.71 |  11.36 | Shot Put
 Geir Hulduson           | Male        |   1.71 |   5.91 | 100 m dash
 Ása Evudóttir           | Female      |   1.65 |  13.57 | Shot Put
 Björn Björnsson         | Male        |   1.82 |  10.23 | Shot Put
 Geir Gunnarsson         | Male        |   1.83 |   7.29 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   1.76 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   3.86 | Long Jump
 Rúnar Geirsson          | Male        |   1.71 |   5.42 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.78 |   1.44 | High Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   7.35 | Triple Jump
 Ása Evudóttir           | Female      |   1.73 |   3.57 | Long Jump
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   5.98 | Long Jump
 Rúnar Björgvinsson      | Male        |   1.88 |    5.2 | Long Jump
 Angela Rúnarsdóttir     | Female      |   1.71 |  12.05 | Shot Put
 Björn Geirsson          | Male        |   1.84 |   1.09 | High Jump
 Ármann Ármannsson       | Male        |   1.77 |  13.02 | Triple Jump
 Ása Geirsdóttir         | Female      |   1.75 |    4.1 | Long Jump
 Helga Ármannsdóttir     | Female      |   1.61 |   5.93 | Long Jump
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   4.51 | Long Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   1.66 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |  12.73 | Shot Put
 Sunneva Björnsdóttir    | Female      |   1.71 |  11.32 | Triple Jump
 Björn Ármannsson        | Male        |   1.86 |   6.27 | Long Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   4.72 | Long Jump
 Björn Björnsson         | Male        |   1.82 |    1.4 | High Jump
 Helga Björgvinsdóttir   | Female      |   1.73 |  15.77 | Shot Put
 Sunneva Helgudóttir     | Female      |   1.77 |   7.26 | Triple Jump
 Sunneva Helgudóttir     | Female      |   1.77 |  14.35 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |   9.18 | Triple Jump
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   7.09 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |  11.28 | Triple Jump
 Björgvin Jónsson        | Male        |   1.86 |    5.8 | 100 m dash
 Geir Grétuson           | Male        |   1.88 |  14.22 | Shot Put
 Ármann Geirsson         | Male        |   1.88 |    8.5 | Triple Jump
 Björn Lovísuson         | Male        |   1.85 |  14.34 | Shot Put
 Björn Björnsson         | Male        |   1.88 |   4.77 | Long Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   10.1 | Triple Jump
 Geir Grétuson           | Male        |   1.88 |    5.6 | Long Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   4.79 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |  16.56 | Shot Put
 Geir Björnsson          | Male        |   1.72 |   1.58 | High Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   5.47 | Long Jump
 Björgvin Björnsson      | Male        |   1.82 |   5.48 | Long Jump
 Ármann Geirsson         | Male        |   1.88 |  13.25 | Shot Put
 Björn Rúnarsson         | Male        |   1.88 |   8.46 | Triple Jump
 Geir Rúnarsson          | Male        |   1.78 |   1.45 | High Jump
 Gréta Jónsdóttir        | Female      |   1.73 |   9.69 | 100 m dash
